time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensorFMU}.sensor1.lf_1_sensor_reading,{sensorFMU}.sensor2.lf_1_sensor_reading
0.0,0.0,-0.524,0.156,-0.33,0.0,0.0,0.0,0.0,1.0000000000000002,0.0
0.01,0.01,-0.524,0.156,-0.33,0.0,0.08000000000038199,1.0,-1.0,144.00000000000003,1.0000000000000002
0.02,0.01,-0.524,0.15620771651929055,-0.32964055756727273,0.0,0.22494140453,1.0,-1.0,205.00000000000006,1.0000000000000002
0.03,0.01,-0.524,0.1565715670355771,-0.3290109335240344,0.0,0.4386471278698991,0.0,-0.8,234.00000000000006,1.0000000000000002
0.04,0.01,-0.5176912481093576,0.15684663005175725,-0.3283870816469816,0.0,0.6160938511538916,0.0,-0.8,246.00000000000006,1.0000000000000002
0.05,0.01,-0.5073023210367054,0.15705350214808292,-0.3277570084995812,0.0,0.7953162773815166,0.0,-0.8,250.00000000000006,1.0000000000000002
0.060000000000000005,0.01,-0.4954479478370986,0.15724049627701275,-0.32710879799996784,0.0,0.9772802946804404,0.0,-0.8,252.00000000000006,1.0000000000000002
0.07,0.01,-0.4827117759400093,0.15741235634029765,-0.32644753419024136,0.0,1.1613533955610365,0.0,-0.8,255.00000000000006,1.0000000000000002
0.08,0.01,-0.46944636809702706,0.15757179016821382,-0.32577658112696795,0.0,1.3470591217787842,0.0,-0.8,254.00000000000006,1.0000000000000002
0.09,0.01,-0.45586331693243515,0.1577202885790698,-0.3250982003223105,0.0,1.5340353977044288,0.0,-0.8,254.00000000000006,1.0000000000000002
0.09999999999999999,0.01,-0.4420896146915216,0.15785864001494523,-0.3244139572854193,0.0,1.7220057750432716,0.0,-0.8,254.00000000000006,0.0
0.10999999999999999,0.01,-0.4282014799213973,0.15798723252553984,-0.3237249724274436,0.0,1.9107576370765855,0.0,-0.8,254.00000000000006,1.0000000000000002
0.11999999999999998,0.01,-0.41424465842474945,0.15810623053502035,-0.32303207645709214,0.0,2.1001262312147446,0.0,-0.8,255.00000000000006,1.0000000000000002
0.12999999999999998,0.01,-0.4002466069942238,0.15821567762638464,-0.32233590748498636,0.0,2.289983037168895,0.0,-0.8,242.00000000000006,1.0000000000000002
0.13999999999999999,0.01,-0.38622380565049724,0.15831555564232486,-0.3216369725321845,0.0,2.4802272380547947,0.0,-0.8,164.00000000000003,1.0000000000000002
0.15,0.01,-0.3721861462373576,0.15840581808826673,-0.3209356871841924,0.0,2.6707793945761296,0.0,-0.8,80.00000000000001,1.0000000000000002
0.16,0.01,-0.3581395663605195,0.15848640852101137,-0.32023240169789186,0.0,2.861576693157531,0.0,-0.8,91.00000000000001,1.0000000000000002
0.17,0.01,-0.3440876302382898,0.15855727025728003,-0.3195274185969173,0.0,3.052569333003703,0.0,-0.8,156.00000000000003,0.0
0.18000000000000002,0.01,-0.33003247751616094,0.15861835114230136,-0.3188210048265664,0.0,3.2437177498050005,0.0,-0.8,214.00000000000006,0.0
0.19000000000000003,0.01,-0.3159753927461115,0.15866960557216256,-0.31811340035912233,0.0,3.434990463386839,0.0,-0.8,246.00000000000006,1.0000000000000002
0.20000000000000004,0.01,-0.30191714719426765,0.15871099504402114,-0.3174048244289401,0.0,3.626362397099456,0.0,-0.8,254.00000000000006,2.0000000000000004
0.21000000000000005,0.01,-0.28785820400183165,0.15874248796369556,-0.3166954801449984,0.0,3.8178135581433708,0.0,-0.8,254.00000000000006,8.000000000000002
0.22000000000000006,0.01,-0.27379884133070587,0.15876405911969887,-0.3159855579643874,0.0,4.0093279967736635,0.0,-0.8,254.00000000000006,18.000000000000004
0.23000000000000007,0.01,-0.2597392262828471,0.1587756890459073,-0.315275238346479,0.0,4.200892982711139,0.0,-0.8,255.00000000000006,28.000000000000007
0.24000000000000007,0.01,-0.24567945927305995,0.1587773633874775,-0.31456469380451735,0.0,4.39249835175724,0.0,-0.8,254.00000000000006,41.00000000000001
0.25000000000000006,0.01,-0.23161960066695775,0.15876907232383566,-0.3138540905053253,0.0,4.584135986474848,0.0,-0.8,254.00000000000006,58.000000000000014
0.26000000000000006,0.01,-0.21755968677355997,0.15875081006915534,-0.3131435895245605,0.0,4.775799402812481,0.0,-0.8,254.00000000000006,80.00000000000001
0.2700000000000001,0.01,-0.20349973944774002,0.1587225744531741,-0.3124333478359115,0.0,4.967483420724875,0.0,-0.8,254.00000000000006,97.00000000000003
0.2800000000000001,0.01,-0.18943977185662064,0.1586843665766451,-0.31172351909263524,0.0,5.159183901514098,0.0,-0.8,254.00000000000006,113.00000000000003
0.2900000000000001,0.01,-0.1753797919430009,0.15863619053216935,-0.3110142542457142,0.0,5.350897538238314,0.0,-0.8,255.00000000000006,128.00000000000003
0.3000000000000001,0.01,-0.16131980450607125,0.15857805318027973,-0.3103057020326946,0.0,5.542621688422059,0.0,-0.8,255.00000000000006,143.00000000000003
0.3100000000000001,0.01,-0.14725981245184272,0.1585099639711136,-0.30959800936371046,0.0,5.734354240455559,0.0,-0.8,254.00000000000006,154.00000000000003
0.3200000000000001,0.01,-0.1331998175449266,0.15843193480307316,-0.30889132162550226,0.0,5.92609350690509,0.0,-0.8,254.00000000000006,164.00000000000003
